"fit_model","Subject","ACC","LogL","AIC","BIC","param_1","param_2","param_3"
"TD","79",61.94,229.22,462.44,470.21,0.916221866211572,0.0639562524428586,NA
"TD","80",80.28,143.32,290.64,298.41,1.26507596917907e-05,0.532611056657094,NA
"TD","81",94.17,103.32,210.64,218.41,0,0.919365609821694,NA
"TD","82",93.61,127.04,258.08,265.85,0,0.927594497679087,NA
"TD","83",88.33,140.2,284.4,292.17,0,0.660435525770005,NA
"TD","84",94.44,76.54,157.08,164.85,0,0.962856105822677,NA
"TD","85",52.78,259.29,522.58,530.35,0,0.00530556021291926,NA
"TD","86",96.67,68.47,140.94,148.71,0,1.06213767623713,NA
"TD","87",53.89,245.92,495.84,503.61,1,0.0285580188154326,NA
"TD","88",61.94,236.86,477.72,485.49,0.632443812148081,0.0427702698947491,NA
"TD","89",58.89,224.33,452.66,460.43,0.331045453929346,0.0590481946034396,NA
"TD","90",56.67,240.32,484.64,492.41,1,0.0242448423260414,NA
"TD","91",66.11,213.56,431.12,438.89,1.16538930091964e-05,0.124700997539857,NA
"TD","92",57.22,224.79,453.58,461.35,1,0.0466890854616197,NA
"TD","93",51.11,242.84,489.68,497.45,0,0.0141715064900862,NA
"TD","94",98.61,13.3,30.6,38.37,0,1.24390010035102,NA
"TD","95",65.83,235.36,474.72,482.49,0,0.125246327985974,NA
"TD","96",49.72,260.53,525.06,532.83,0,0.00552004778809159,NA
"TD","97",87.5,88.76,181.52,189.29,0,0.686927655805929,NA
"TD","98",55.28,242.11,488.22,495.99,1,0.0312067790583419,NA
"TD","99",90.56,97.23,198.46,206.23,0,0.782179981246077,NA
"TD","100",88.33,218.35,440.7,448.47,0,0.738469232106799,NA
"TD","101",55,259.65,523.3,531.07,0.19124395568261,0.0363223677547392,NA
"TD","102",91.11,182.83,369.66,377.43,0,0.826354574235406,NA
"TD","103",93.33,129.93,263.86,271.63,0,0.880491180600312,NA
"TD","104",96.11,71.91,147.82,155.59,0,1.00654865562901,NA
"TD","105",56.67,210.79,425.58,433.35,1,0.0346133963566515,NA
"TD","106",86.11,106.06,216.12,223.89,0,0.596902433095223,NA
"TD","107",82.5,118.15,240.3,248.07,0.0349874730932082,0.923996994420219,NA
"TD","108",77.22,145.48,294.96,302.73,2.86638960055245e-06,0.435146564593964,NA
"TD","109",54.17,235.09,474.18,481.95,0,0.0183603263396928,NA
"TD","110",96.39,48.89,101.78,109.55,0,1.00988469314103,NA
"TD","111",88.61,111.15,226.3,234.07,0,0.689644786516174,NA
"TD","113",88.33,88.82,181.64,189.41,0,0.691940747747216,NA
"TD","114",83.61,111.35,226.7,234.47,0,0.569722921981658,NA
"TD","115",56.11,216.89,437.78,445.55,1,0.032431307444341,NA
"TD","116",65.83,215.99,435.98,443.75,0.680430002812111,0.0629569403864331,NA
"TD","117",66.39,171.16,346.32,354.09,0,0.227719501695004,NA
"TD","118",87.5,86.03,176.06,183.83,0,0.702235228608181,NA
"TD","119",98.61,54.08,112.16,119.93,0,1.40730897921471,NA
"TD","120",90,77.2,158.4,166.17,0,0.762844198932488,NA
"TD","121",80,148.2,300.4,308.17,3.84469901455175e-06,0.419359287425971,NA
"TD","122",80.28,181.82,367.64,375.41,0,0.468676578216256,NA
"TD","123",82.78,223.56,451.12,458.89,0,0.584935256610319,NA
"TD","124",86.94,117.17,238.34,246.11,0,0.660435525770005,NA
"TD","125",88.06,197.61,399.22,406.99,0,0.718935204911942,NA
"TD","126",86.94,114.51,233.02,240.79,0,0.668242536526108,NA
"TD","127",92.5,179.46,362.92,370.69,0,0.855794364908074,NA
"TD","128",52.5,260.01,524.02,531.79,0,0.00554245691823088,NA
"TD","129",96.94,45.43,94.86,102.63,0,1.05564329751241,NA
"RSTD","1",56.39,243.69,493.38,505.04,1.88623405991521e-05,3.06986719484991e-05,0.0290009374028545
"RSTD","2",68.33,176.37,358.74,370.4,0,0,0.201521311594093
"RSTD","3",85,103.66,213.32,224.98,2.3651480697349e-06,0,0.611095841685322
"RSTD","4",91.67,153.5,313,324.66,0.00450460504329839,0,1.20144594678317
"RSTD","5",94.72,187.81,381.62,393.28,0.00318457143074973,0.174999454969303,1.00948503034625
"RSTD","6",88.61,287.31,580.62,592.28,0.0251834343683106,0.354897350021367,1.02056394306606
"RSTD","7",56.39,213.75,433.5,445.16,1,0.827159757533255,0.0255967344076309
"RSTD","8",86.11,125.21,256.42,268.08,0.0494274700009997,0.213885342181607,0.899015607185814
"RSTD","9",69.72,197.22,400.44,412.1,1.6555310154186e-06,0,0.21666344933171
"RSTD","10",96.67,133.16,272.32,283.98,0,0.170732491924898,1.12497416296946
"RSTD","11",83.89,197.15,400.3,411.96,8.03892421480483e-07,0.029868142228662,0.614015141881673
"RSTD","12",57.22,248.95,503.9,515.56,9.17974390131659e-05,3.19846037862843e-05,0.054228956313654
"RSTD","13",91.39,74.17,154.34,166,0,0.134076514306114,0.77921329913926
"RSTD","14",86.94,114.51,235.02,246.68,0,0,0.671368154083525
"RSTD","15",58.61,255.25,516.5,528.16,0.0108025218118211,0.117797485523037,0.0430621550423025
"RSTD","16",95,30.7,67.4,79.06,0.00739170698403477,0.370827625257764,0.955420320891112
"RSTD","17",62.22,214.73,435.46,447.12,0.0722045296670685,0,0.06482256775128
"RSTD","18",53.89,240.53,487.06,498.72,8.34363822951878e-05,3.05122680677332e-05,0.0330179876780289
"RSTD","19",57.5,235.12,476.24,487.9,2.07447225395409e-05,3.20353508023609e-05,0.0400874620988159
"RSTD","20",95.83,72.59,151.18,162.84,0,0.232387816935067,1.00083725247536
"RSTD","21",95.28,73.85,153.7,165.36,0.0393289958256351,0.228106620332882,1.22269428561358
"RSTD","22",93.89,36.6,79.2,90.86,0.0183712687915781,0.190596892722708,0.951361636789332
"RSTD","23",93.06,169.93,345.86,357.52,0,0.699474338738913,0.958351514286978
"RSTD","24",51.11,231.55,469.1,480.76,0,1.60778258121403e-05,0.0203759821451157
"RSTD","25",90.83,215.25,436.5,448.16,0.0246318404274142,0.399425982245056,1.00843731169368
"RSTD","26",53.33,221.76,449.52,461.18,2.32932590386477e-05,3.42699964057373e-05,0.0287668934242849
"RSTD","27",89.44,120.22,246.44,258.1,2.74024588880895e-06,0,0.783582682602285
"RSTD","28",56.39,256.85,519.7,531.36,0.119048993564456,0.188908095257876,0.0326077402423012
"RSTD","29",57.5,234.33,474.66,486.32,8.36707514463784e-05,3.20353508023609e-05,0.0400874620988159
"RSTD","31",93.89,50.86,107.72,119.38,0.00904000496421206,0.238354834988898,0.997018133868777
"RSTD","32",82.5,172.56,351.12,362.78,2.013208775794e-05,0.00109939028914795,0.505130279679932
"RSTD","34",52.5,271.17,548.34,560,0.199629311245373,0.586620379389465,0
"RSTD","35",90.83,114.45,234.9,246.56,0.0260876120468521,0.207191461675205,0.920417459226444
"RSTD","36",85.83,206.6,419.2,430.86,4.92645680882655e-06,0.00313876334272535,0.679275426673854
"RSTD","37",86.67,181.62,369.24,380.9,0,1.18111732012278e-05,0.693497535458969
"RSTD","38",69.72,190.98,387.96,399.62,0.991246425272969,0,0.0558869527210778
"RSTD","39",54.72,225.63,457.26,468.92,1.25075747936162e-05,0,0.0256970308114425
"RSTD","40",77.5,143.03,292.06,303.72,0.00670080258988298,0,0.574577566905859
"RSTD","41",86.94,163.22,332.44,344.1,6.48956474850385e-06,0.100542600036983,0.657859330409272
"RSTD","42",96.94,56.95,119.9,131.56,0.0183943442229619,0.1757929196937,1.14672800703977
"RSTD","43",92.78,83.88,173.76,185.42,0,0.157533199566228,0.890003914009247
"RSTD","44",95.83,114.9,235.8,247.46,0,0.795117741922497,1.49917788747619
"RSTD","45",92.78,146.57,299.14,310.8,0.0229107880967911,0.371086031704812,1.0079377771326
"RSTD","46",87.22,76.28,158.56,170.22,5.81087743022555e-06,0,0.634979398451867
"RSTD","47",53.61,276.88,559.76,571.42,1.05828760304727e-05,3.10314316833792e-05,0.0211067369383594
"RSTD","48",58.89,251.69,509.38,521.04,1.6442702567213e-05,2.98773733741305e-05,0.0502734339382515
"RSTD","49",89.72,132.54,271.08,282.74,1.65411395428754e-06,0.238478314460619,0.769108011850609
"RSTD","50",65.83,187.59,381.18,392.84,0.244350609080625,0.0030651226813367,0.0786510145719306
"RSTD","51",85.56,266.25,538.5,550.16,1.32520827342497e-06,0.383044194147394,0.702592959417846
"RSTD","52",50,236.12,478.24,489.9,1,0.964411897005224,0.0169711405841452
"RSTD","53",80.28,190.96,387.92,399.58,1.51827272917937e-05,0,0.528579662194404
"RSTD","54",55,247.74,501.48,513.14,0.18309177764939,0.262084343260892,0.0264969458205149
"RSTD","55",94.72,126.87,259.74,271.4,0.00798498565579337,0.268705866101915,1.03263730901224
"RSTD","56",91.39,168.18,342.36,354.02,0.0247169772837919,0.303316412228948,0.896891350836587
"RSTD","57",98.61,40.84,87.68,99.34,0.0141411639316144,0.288838273815876,1.18302165031671
"RSTD","58",86.94,200.47,406.94,418.6,5.79600746191801e-06,0.0975763624601247,0.704063998626521
"RSTD","59",89.17,126.34,258.68,270.34,4.18238488617572e-06,0.00158920647317587,0.741676104680925
"RSTD","60",83.33,123.53,253.06,264.72,0.0447959613113156,0.0421184469361497,0.942723976083845
"RSTD","61",82.5,253.92,513.84,525.5,0.00625232090100998,0.121658794010534,0.571180766439737
"RSTD","62",59.17,236.79,479.58,491.24,0.0511617515914202,0,0.0377183838199749
"RSTD","63",98.33,41.05,88.1,99.76,0,0.192655350148497,1.13906790175227
"RSTD","64",93.89,64.46,134.92,146.58,0.0177573927723713,0.392925771242723,0.984218283359377
"RSTD","65",62.78,239.96,485.92,497.58,6.46341894455561e-06,1.13148604357243e-05,0.0941301120619941
"RSTD","67",78.61,152.51,311.02,322.68,0.000108813220013134,3.90320688192377e-05,0.409667313669894
"RSTD","68",53.33,216.26,438.52,450.18,1.26775455535402e-06,2.76679203722956e-05,0.0335643958404704
"RSTD","69",52.22,248.14,502.28,513.94,1e-05,1e-05,1e-05
"RSTD","70",90.83,102.27,210.54,222.2,0.0208559262295189,0.413792655538236,0.968307534967626
"RSTD","71",59.17,241.4,488.8,500.46,8.35018787673227e-05,2.93600605695881e-05,0.0314231856646675
"RSTD","72",46.67,293.5,593,604.66,1e-05,1e-05,1e-05
"RSTD","73",93.61,37.86,81.72,93.38,0,0,0.896489124991142
"RSTD","74",85.83,153.6,313.2,324.86,0.0307549909651085,0.0151815131644041,1.17034640986144
"RSTD","75",89.72,129.23,264.46,276.12,2.40078709996469e-06,0,0.726262825689066
"RSTD","76",50.83,245.84,497.68,509.34,1.21051874466129e-05,0,0.0274453684789671
"RSTD","77",62.5,244.53,495.06,506.72,0.268274468108316,0.264183817825224,0.0566610949131111
"RSTD","78",93.89,84.72,175.44,187.1,0.0412075061667708,0.15358971363952,1.14039587848897
"RSTD","79",47.78,271.17,548.34,560,0.199629311245373,0.586620379389465,0
"RSTD","80",86.11,158.21,322.42,334.08,0.0200534195310088,0.417117039172528,0.897059290617103
"RSTD","81",94.17,102.99,211.98,223.64,0.0161070854653499,0.509033835147387,0.93817938603476
"RSTD","82",95.83,128.46,262.92,274.58,0.00668092112073053,0.322643462517244,1.08523768948262
"RSTD","83",88.33,140.2,286.4,298.06,2.08453203518909e-06,0,0.659692330367009
"RSTD","84",97.22,81.42,168.84,180.5,0.00491078087983885,0.455513932769956,1.36397263781725
"RSTD","85",59.17,234.38,474.76,486.42,4.54430424356099e-05,0,0.0394235133963414
"RSTD","86",96.67,68.48,142.96,154.62,0,0,1.05011820107373
"RSTD","87",56.11,240.8,487.6,499.26,0.455102984284,0.423209167085377,0.0315309740882305
"RSTD","88",56.67,248.4,502.8,514.46,0.0399983626638914,0.000839078022855043,0.0268355602925238
"RSTD","89",57.5,223.31,452.62,464.28,0.316103145894108,0.308539083732011,0.0603439109598314
"RSTD","90",60,227.31,460.62,472.28,8.8830692349248e-05,2.95739316757554e-05,0.051123548287782
"RSTD","91",66.11,213.67,433.34,445,8.40661838244093e-05,0,0.125657961172177
"RSTD","92",56.94,219.45,444.9,456.56,0.155835903294656,0.284381535646646,0.0315631020533881
"RSTD","93",58.33,225.46,456.92,468.58,8.06608400916119e-05,2.27029015042085e-05,0.0539462986596669
"RSTD","94",98.89,12.26,30.52,42.18,0.0325173041607147,0.192205607903092,1.51145371523608
"RSTD","95",80,235.41,476.82,488.48,0,0.028127722773298,0.577595543191702
"RSTD","96",56.39,240.79,487.58,499.24,0,8.4682616671767e-06,0.033734868883825
"RSTD","97",90.83,90.35,186.7,198.36,0.0212821021519924,0.39221671698214,0.899865750845622
"RSTD","98",60.83,226.61,459.22,470.88,6.70114712118644e-05,1.88472640653345e-05,0.0545220884802771
"RSTD","99",91.11,95.06,196.12,207.78,0.0359267369049481,0.222961692038716,0.910517084792858
"RSTD","100",88.33,218.36,442.72,454.38,2.49105459072226e-06,0,0.747325045023961
"RSTD","101",53.61,270.8,547.6,559.26,0.0261468333006039,2.22898668233445e-05,0.0277981619240471
"RSTD","102",91.11,182.83,371.66,383.32,4.35087984532619e-06,0.39880557552187,0.819994665235503
"RSTD","103",93.61,128.85,263.7,275.36,0.00936422663044024,0.149401715765366,0.931647343462373
"RSTD","104",96.11,71.92,149.84,161.5,0,0.216611984284451,1.00157748649622
"RSTD","105",51.94,220.63,447.26,458.92,8.24757285055613e-07,0.100020931394345,0.0299891360645657
"RSTD","106",85.28,107.33,220.66,232.32,0.00405518976553931,0.0131047403985131,0.702478480940933
"RSTD","107",82.22,115.14,236.28,247.94,0.0210833914908037,0.0122696044422608,0.963976501647822
"RSTD","108",78.33,145.87,297.74,309.4,0.0145258349495589,0.372458013159328,0.475632438674047
"RSTD","109",65.56,203.36,412.72,424.38,0.0177573051814493,0.000621836536101111,0.252748265010082
"RSTD","110",96.94,47.44,100.88,112.54,0.0259512817968737,0.143797259300365,1.17181982126708
"RSTD","111",88.89,105.07,216.14,227.8,0.0325687243762985,0.140055135077741,0.878950704881365
"RSTD","113",91.67,92.61,191.22,202.88,0.0193195466912449,0.568447966934,0.89908888825814
"RSTD","114",83.89,111.35,228.7,240.36,1.34678271267218e-06,0,0.572728437502508
"RSTD","115",58.33,207.48,420.96,432.62,1,0.35046134188257,0.0360780193984772
"RSTD","116",62.5,219.06,444.12,455.78,0.402771733405393,0.367081655855115,0.0755994691004906
"RSTD","117",66.39,171.34,348.68,360.34,0.000103276807924912,3.75741021996452e-05,0.230120706122927
"RSTD","118",87.5,86.04,178.08,189.74,4.63913857220343e-06,0,0.700771399193983
"RSTD","119",98.61,52.81,111.62,123.28,0.0250981172670535,0.346932147106465,1.57471903746775
"RSTD","120",90,77.2,160.4,172.06,8.09818121754902e-06,0.0589702481558766,0.758614094335225
"RSTD","121",64.72,193.86,393.72,405.38,0.790363367515488,0.881197172195055,0.162608768850242
"RSTD","122",80.28,181.83,369.66,381.32,2.58200290770018e-06,0,0.467807098262808
"RSTD","123",87.22,231.93,469.86,481.52,1.49612250229901e-06,0.262459564302528,0.829379067688992
"RSTD","124",86.94,117.17,240.34,252,4.01520827488908e-06,0.0853255474487333,0.656128911955623
"RSTD","125",88.06,197.19,400.38,412.04,3.32067959755274e-06,0.015209334748007,0.779969288581188
"RSTD","126",88.06,115.62,237.24,248.9,1.64615199842091e-06,0.238001556206688,0.769071723551424
"RSTD","127",92.5,179.46,364.92,376.58,2.66965621306117e-06,0.213937362090798,0.855665094649962
"RSTD","128",58.33,241.76,489.52,501.18,9.40614825589301e-06,2.29157898208753e-05,0.0314115635029382
"RSTD","129",96.94,45.38,96.76,108.42,0.00735050470051348,0.142193797269071,1.10099354865479
"Utility","1",55.56,246.46,498.92,510.58,0,0.402550240579176,0.23943917308147
"Utility","2",71.11,180.73,367.46,379.12,0,0.706338954124329,1.19527786651888
"Utility","3",85,103.65,213.3,224.96,0,0.663452080253472,3.1170234085231
"Utility","4",58.33,203.45,412.9,424.56,0,0.597878059516025,0.254668969732612
"Utility","5",58.33,249.13,504.26,515.92,0,0.582346736025212,0.280482271545285
"Utility","6",57.5,252.83,511.66,523.32,0,0.705976101816006,0.123160336574247
"Utility","7",58.06,217.62,441.24,452.9,0.794394994005486,0.298412312822141,0.378849412154998
"Utility","8",80.28,115.15,236.3,247.96,0,0.57930278068217,3.67029859878894
"Utility","9",76.67,198.06,402.12,413.78,0,0.609688162623284,2.752313940765
"Utility","10",96.39,133.17,272.34,284,0,0.661193375823672,5.78302156425304
"Utility","11",55.28,228.06,462.12,473.78,0,0.478071965094364,0.372663777729395
"Utility","12",54.17,251.6,509.2,520.86,0,0.42112325765497,0.423504706567066
"Utility","13",91.67,74.17,154.34,166,0,0.582400901539538,6.17405247208438
"Utility","14",86.94,114.51,235.02,246.68,0,0.468731995622346,10
"Utility","15",59.44,269.38,544.76,556.42,0.162251816829757,0.128595630335634,0.698975627359296
"Utility","16",95.28,30.46,66.92,78.58,0,0.686920275307555,4.36355417440476
"Utility","17",59.44,229.18,464.36,476.02,0.387039542776417,0.209751881741434,0.947306321743088
"Utility","18",51.11,250.23,506.46,518.12,0,0.0325976414895669,0.60453205416068
"Utility","19",55,242.22,490.44,502.1,0,0.36889106361573,0.316805474946286
"Utility","20",95.83,72.59,151.18,162.84,0,0.537282363882224,10
"Utility","21",94.17,80.3,166.6,178.26,0,0.690721101406025,4.12094507355061
"Utility","22",94.17,37.19,80.38,92.04,0,0.818903728047053,2.1045050543029
"Utility","23",59.17,262.05,530.1,541.76,0.293752410081217,0.395804907701595,0.314931152710694
"Utility","24",51.39,231.55,469.1,480.76,0,0.999834814973716,0.0208661524102864
"Utility","25",58.89,245.35,496.7,508.36,0,0.642885107544989,0.240633218656733
"Utility","26",58.33,231.13,468.26,479.92,0.937268994046908,0,0.754041809885572
"Utility","27",89.44,120.22,246.44,258.1,0,0.781101680865816,2.2193634157874
"Utility","28",58.33,265.08,536.16,547.82,0.625526618567706,0.347525263403142,0.375153785481675
"Utility","29",55.28,241.36,488.72,500.38,0,0.561058478922829,0.161898814510894
"Utility","31",93.06,47.93,101.86,113.52,0,0.595865105258687,5.87323844192503
"Utility","32",82.5,172.5,351,362.66,0,0.419160427380429,10
"Utility","34",56.39,237.93,481.86,493.52,0.441243355843035,0.229302010278228,0.572024131743073
"Utility","35",59.72,226.5,459,470.66,0.385885747260978,0.519417377683851,0.332795758162658
"Utility","36",60.28,242.43,490.86,502.52,0,0.699723081008638,0.224161225067708
"Utility","37",58.06,227.29,460.58,472.24,0,0.487089751104688,0.367987784617271
"Utility","38",52.22,263.56,533.12,544.78,0.896298308851514,0.0914599306987704,0.370597108126722
"Utility","39",54.44,229.26,464.52,476.18,0,0.557612627021023,0.118642106304857
"Utility","40",75.28,155.02,316.04,327.7,0,0.726499196061464,1.46814365846873
"Utility","41",58.06,226.66,459.32,470.98,0,0.307831622736013,0.667037454398138
"Utility","42",95.56,56.58,119.16,130.82,0,0.690721101406025,4.12094507355061
"Utility","43",92.78,83.88,173.76,185.42,0,0.653826021847922,4.77805881383606
"Utility","44",55.83,234.2,474.4,486.06,0.297352288982345,0.386337467880992,0.351104812572573
"Utility","45",90.83,143.2,292.4,304.06,0,0.701052776705713,3.32141472117195
"Utility","46",86.94,76.28,158.56,170.22,0,0.651147046884697,3.43076838988078
"Utility","47",53.61,276.87,559.74,571.4,0,1,0.0211433895607477
"Utility","48",54.17,262.26,530.52,542.18,0,0.300680716069656,0.452946480992601
"Utility","49",88.89,132.08,270.16,281.82,0,0.586124186484723,5.42334957057329
"Utility","50",80.56,116.28,238.56,250.22,0.0473298575424597,0.346170204568747,10
"Utility","51",55,277.82,561.64,573.3,0,0.445184382788063,0.329875303958389
"Utility","52",48.33,238.15,482.3,493.96,0.739300515054985,0.462885941593727,0.0954012592731936
"Utility","53",66.67,231.44,468.88,480.54,0,0.427086213458479,3.17248672813679
"Utility","54",52.22,249.29,504.58,516.24,0,0.0999274980224451,0.633752144770342
"Utility","55",60.83,218.02,442.04,453.7,0,0.501586194440282,0.921193616681614
"Utility","56",89.72,169.3,344.6,356.26,0,0.736250160693066,2.68566859491807
"Utility","57",58.61,230.4,466.8,478.46,0.370858138024312,0.715364472174613,0.166125802617992
"Utility","58",74.44,230.83,467.66,479.32,0,0.964862595718276,0.342915528925066
"Utility","59",89.17,126.25,258.5,270.16,0,0.524547746442321,7.94245937125421
"Utility","60",66.11,180.15,366.3,377.96,0,0.848113211951551,0.379365440571905
"Utility","61",55,257.89,521.78,533.44,0,0.266489180224955,0.581269766221825
"Utility","62",57.5,242.65,491.3,502.96,0,0.316040135538521,0.369438563221172
"Utility","63",98.61,41.05,88.1,99.76,0,0.740253198684588,3.98854456127547
"Utility","64",91.94,64.4,134.8,146.46,0,0.554264081431003,7.78556654856153
"Utility","65",55.83,257.49,520.98,532.64,0,0.282915986711031,0.540806452152408
"Utility","67",78.61,152.71,311.42,323.08,0,0.641496273941291,2.35167298791018
"Utility","68",50.28,225.02,456.04,467.7,6.95214187596495e-05,0.227052727612935,0.441837407893348
"Utility","69",51.11,247.12,500.24,511.9,0.427480222945714,0.237568850878195,0.0704621032826381
"Utility","70",87.5,94.22,194.44,206.1,0,0.481783808819123,8.95310012837028
"Utility","71",57.5,246.33,498.66,510.32,0,0.0109669298594846,1.01769466041975
"Utility","72",47.78,292.87,591.74,603.4,0,0.60278662163903,0.0149946436206954
"Utility","73",93.61,37.86,81.72,93.38,0,0.81307073328814,2.12806935954166
"Utility","74",58.06,231.42,468.84,480.5,0,0.49021584968447,0.295293094255706
"Utility","75",89.44,129.23,264.46,276.12,0,0.585933529571655,5.51332374070867
"Utility","76",50.56,252.34,510.68,522.34,0.606362391098429,0.604254845735947,0.0919850707701695
"Utility","77",62.5,256.07,518.14,529.8,0.510152198553487,0.281843020335652,0.669887215264338
"Utility","78",91.11,94.02,194.04,205.7,0,0.553477852424142,7.35665204336672
"Utility","79",56.67,239.26,484.52,496.18,0.371611356333152,0.562554399329504,0.146504659683763
"Utility","80",60.83,244.99,495.98,507.64,0,0,4.57621082581527
"Utility","81",94.17,103.32,212.64,224.3,0,1,0.921335298473666
"Utility","82",63.33,218.8,443.6,455.26,2.99602356808775e-05,0.496303378328943,1.05699044989389
"Utility","83",88.33,140.2,286.4,298.06,0,0.550224557984283,6.13953149692013
